code,name,symbol
"P81","Kilopascal por metro.","1000 veces de la unidad derivada pascal dividido por la unidad de base metros."
"P82","Hectopascal por metro.","100 veces de la unidad derivada pascal SI dividido por la unidad de base metros."
"P83","Atmosfera estándar por metro.","Unidad anticuadas de la presión dividida por la unidad de base metros."
"P84","Atmosfera técnica por metro.","unidad obsoleta y no legal de la presión que se genera por una columna de agua de 10 metros dividida por la unidad de base metros."
"P85","Torr por metro.","Unidad de la presión dividida por la unidad de base metros."
"P86","Psi por pulgada","Unidad de compuesto para la presión (libra de fuerza de acuerdo con el sistema de la unidad angloamericana dividida por la potencia de la unidad de pulgada de acuerdo con el sistema angloamericano e Imperial de unidades con el exponente 2) dividido por la unidad de pulgada de acuerdo con la sistema angloamericano e Imperial de unidades."
"P87","Metro cúbico por segundo de metro cuadrado","Unidad de volumen de flujo metros cúbicos por segundo relacionado con la superficie de transmisión en metros cuadrados."
"P88","Rhe","Unidad no conforme a SI de fluidez de viscosidad dinámica"
"P89","Libra por metro cúbico de pulgada","Unidad para el momento de rotación relacionado con la longitud según el sistema de unidades Anglo-Americanas e Imperial."
"P9","Nueve paquetes",""
"P90","Libra-fuerza por pulgada cuadrada","Unidad para el momento de rotación relacionado con la longitud según el sistema de unidades Anglo-Americanas e Imperial."
"P91","Permanente (0°c)","Unidad tradicional para la capacidad de un material para permitir la transición del vapor, definida a una temperatura de 0°C como transmitancia del vapor en la cual la masa de un grano de vapor penetra en un área de un pie cuadrado a una presión de mercurio de una pulgada por hora."
"P92","Permanente (23°c)","Unidad tradicional para la capacidad de un material para permitir la transición del vapor, definida a una temperatura de 23°C como transmitancia del vapor en la cual la masa de un grano de vapor penetra en un área de un pie cuadrado a una presión de mercurio de una pulgada por hora."
"P93","Byte por segundo","Son utilizados para expresar la velocidad de transmisión de datos o bit rate. Con frecuencia se usa en forma ambigua como bps, que para el SI significaría ""bits por segundos"""
"P94","Kilobyte por segundo","1000-veces la unidad de byte dividida por la unidad de base SI en segundo lugar."
"P95","Megabite por segundo","1 000 000 veces de la unidad de byte dividida por la unidad base SI segunda"
"P96","Recíproco de la unidad si deriva voltio","Recíproco de la unidad SI deriva voltio"
"P97","Reciprocidad de Radian","Recíproco de la unidad radian"
"P98","Pascal a la suma de potencia de los números estequimetricos","Unidad de la constante de equilibrio sobre la base de la presión (ISO 80000-9: 2009, 9-35.a)."
"P99","Mols por metro cúbico a la suma de potencia de los números estequimetricos","Unidad de la constante de equilibrio sobre la base de la concentración (ISO 80000-9: 2009, 9-36.a)."
"PAL","Pascal","Es la presión uniforme que, actuando sobre una superficie plana de 1 metro cuadrado, ejerce perpendicularmente a esta superficie una fuerza total de 1 newton."
"PB","Par de la pulgada",""
"PD","Almohadilla","Unidad de conteo que define el número de almohadillas (almohadilla: bloquea de hojas de papel sujetas juntas en un extremo)."
"PE","Libra equivalente",""
"PFL","Litro de prueba","Unidad de volumen igual a un litro de alcoholes de prueba, o su equivalente alcohólico. Se utiliza para medir la concentración de licores alcohólicos destilados, expresada como porcentaje del contenido en alcohol de una mezcla patrón a una tempreatura específica."
"PGL","Galón de prueba","Unidad de volumen igual a un galón de alcoholes de prueba, o su equivalente alcohólico. Se utiliza para medir la concentración de licores alcohólicos destilados, expresada como porcentaje del contenido en alcohol de una mezcla patrón a una temperatura específica."
"PI","Tono","Unidade de conteo que define el número de caracteres que se ajustan en una pulgada horizontal"
"PLA","Grado de platón","Unidad de proporción que define el contenido de azúcar de un producto, especialmente en relación con la cerveza"
"PM","Porcentaje de libra",""
"PO","Libra por pulgada",""
"PQ","Página por pulgada","Unidad de cantidad que define el grado de espesor de una publicación enlazada, expresada como el número de de páginas por pulgada de espesor."
"PR","Par","Unidad de conteo que define el número de pares (par: descripción por 2)"
"PS","Libra fuerza por pulgada cuadrada",""
"PT","Pinta (US)","Utilice pinta líquida (código común PTL)"
"PTD","Pinta seca (estados unidos)",""
"PTI","Pint (uk)","Es una unidad de volumen inglesa en el sistema imperial y los Estados Unidos. La versión imperial usada en el UK es de 20 onzas líquidas y es equivalente a 568,26125 ml, mientras que en los EUA es de 16 onzas líquidas y es equivalente a 473,17647 ml."
"PTL","Pinta líquida (estados unidos)",""
"PTN","Parte","Cantidad de alimentos asignados o suficientes para una persona"
"PV","Media pinta (US)",""
"PW","Libra por pulgada de ancho",""
"PY","Pico seco (EUA)",""
"PZ","Peck dry (UK)",""
"Q10","Joule por tesla","Unidad del momento dipolar magnético de la molécula como derivado de la unidad SI joule dividido por la unidad SI derivada Tesla"
"Q11","Erlang","Unidad del valor del mercado de acuerdo con la caracteristica de una sola característica como una medición estadística de la utilización existente"
"Q12","Octeto","Sinónimo por byte: 1octet =8bit = 1byte"
"Q13","Octeto por segundo","Unidad octeto dividido por la unidad base SI segundo"
"Q14","Shannon","Unidad logarítmica para la información igual al contenido de la decisión de una oración de dos sucesos mutuamente excluyentes, expresada como un logaritmo a la base 2."
"Q15","Hartley","Unidad logarítmica para la información igual al contenido de la decisión de una oración de diez sucesos mutuamente excluyentes, expresada como un logaritmo base 10."
"Q16","Unidad natural de información","Unidad logarítmica para información igual al contenido de la decisión de una oración de 718 281 828 459 sucesos mutuamente excluyentes, expresada como un logaritmo para basar el valor de Euler e."
"Q17","Shannon por segundo","Unidad logarítmica relacionada con el tiempo para información igual al contenido de la decisión de una oración de dos sucesos mutuamente excluyentes, expresada como logarítmo base 2."
"Q18","Hartley por segundo","Unidad logaritmica relacionada con el tiempo para información igual al contenido de la decisión de una oración de diez sucesos mutuamente excluyentes, expresada como un logartimo a la base 10."
"Q19","Unidad natural de información por segundo","Unidad logarítmica relacionada con el tiempo para información igual al contenido de la decisión de una oración 2.718281828459 mutuamente excluyentes, expresado como un logarítmo a la base del valor de Euler"
"Q20","Segundo por kilogramo","Unidad de la probabilidad de transición de Einsten para emisiones espontáneas o inductoras y absorción según ISO 80000-7, expresada como unidad base SI segundo dividida por la unidad base kilogramo."
"Q21","Watt metro cuadrado","Unidad de las primeras constantes de radiación c1=2.p.c0, cuyo valor es 3.74177118.10 6 veces la del valor comparativo del producto de la unidad SI deriva watts multiplicada con la potencia de la SI medidor de la unidad base con el exponente 2."
"Q22","Segundo por metro cúbicos de radianes","Unidad de la densidad de estados como una expresión de la frecuencia angular como complemento del producto de hertzio y radiante y la potencia del medidor de la unidad base SI por exponente 3."
"Q23","Weber a la potencia menos uno","Complemento de la unidad SI deriva weber como unidad de la constante de Joshepson, cuyo valor es igual al 384,597,891 veces del valor de referencia gigahertz dividido  por volt. 4"
"Q24","Reciprocidad de Pulgada","Complemento de la unidad pulgada según el sistema de unidades Anglo-Americanas e Imperial"
"Q25","Dioptría","Unidad utilizada en la declaración de índices de refracción relativos de sistemas ópticos como complemento de la longitud focal con correspondencia con: 1dpt=1/m."
"Q26","Uno por uno","Valor del cociente de dos unidades físicas del mismo tipo que un numerador y denominador mientras que las unidades se acortan mutuamente"
"Q27","Newtons metros por metro","Unidad para el momento de rotación relacionado con la longitud como producto de la unidad SI derivada por el medidor de la unidad SI"
"Q28","Kilogramo por metro cuadrado pascal segundo","Unidad para la capacidad de un material para permitir la transición del vapor"
"Q29","Microgramo por hectogramo","Microgramo por hectogramo"
"Q3","Comida","Unidad de conteo que define el número de comida"
"Q30","Ph (potencial de hidrogeno)","Es una escala numérica utilizada para especificar la acidez o basicidad de una solución acuosa ."
"Q31","Kilojoule por gramo",""
"Q32","Femtolitro",""
"Q33","Picolitro",""
"Q34","Nanolitro",""
"Q35","Megawatts por minuto","Unidad de potencia que define la cantidad total de energía mayor transferida o consumida en un minuto."
"Q36","Metro cuadrado por metro cúbico","Unidad de la cantidad de superficie por unidad de volumen de un objeto o colección de objetos"
"Q37","Metro cúbico estándar por día","Metro cúbico estándar (temperatura 15 ° C y presión 101325 milibares) por día"
"Q38","Metro cúbico estándar por hora","Metro cúbico estándar (temperatura 15 ° C y presión 101325 milibares) por día"
"Q39","Metro cúbico normalizado por día","Metro cúbico estándar (temperatura 0° C y presión 101325 milibares) por día"
"Q40","Metro cúbico normalizado por hora","Metro cúbico estándar (temperatura 0° C y presión 101325 milibares) por día"
"Q41","Joule por metro cúbico normalizado","Joule por metro cúbico normalizado (temperatura 0 ° C y presión 101325 milibares)."
"Q42","Joule por metro cúbico estándar","Joule por metro cúbico normalizado (temperatura 15 ° C y presión 101325 milibares)."
"QA","Página-fascimil","Unidad de conteo que define el número de páginas fascimil"
"QAN","Cuarto (de un año)","Unidad de tiempo que define el número de años (3 meses)"
"QB","Página, copia impresa","Unidad de conteo que define el número de copias impresas"
"QD","Cuarta docena",""
"QH","Un cuarto de hora",""
"QK","Cuarto de kilogramo",""
"QR","Mano de papel","Unidad de conteo para papel, expresada como el número de manos de papel (mano de papel: numero de papel en hojas, típicamente 25)"
"QT","Cuarto (EUA)","Utilice cuarto de galón líquido (código común QTL)"
"QTD","Cuarto seco (estados unidos)",""
"QTI","Cuarto (UK)","Es una unidad de medida de volumen equivalente a media fanega. En Castilla equivalía a aproximadamente a 6 celemines. La medida real cambia según regiones o incluso localidades."
"QTL","Cuarto de líquido (estados unidos)",""
"QTR","Cuarto","Unidad tradicional de peso igual a 1/4 de peso. En el Reino Unido 1/4 equivale a 28 libras."
"R1","Pica","Unidad de conteo que define el número de picas (pica: longitud tipografia igual a 12 puntos o 4,22 mm aprox)"
"R9","Mil metros cúbicos","Unidad de volumen que equivale a mil metro cúbicos"
"RH","Hora de funcionamiento","Unidad de tiempo que define el número de horas de operación"
"RK","Medida métrica de rollo",""
"RM","Resma","Unidad de conteo para papel, espresada como el número de resmas (resma: una gran cantidad de hojas de papel, tipicamente 500)"
"RN","Medida métrica de Hojas (resma)",""
"ROM","Habitación","Unidad de conteo que define el número de habitaciones"
"RP","Libra por resma","Unidad de masa para papel, expresada en libras por resma. (Resma: una gran cantidad de papel, tipicamente 500 hojas)"
"RPM","Revoluciones por minuto","Consulte la Guía ISO / TC12 SI"
"RPS","Revoluciones por segundo","Consulte la Guía ISO / TC12 SI"
"RS","Reiniciar",""
"RT","Milla de toneladas de ingresos","Unidad de información tipicamente utilizada para propósitos de facturación, expresada como el número de toneladas en ingresos: una tonelada métrica o un metro cúbico, la que sea mayor) se movio  a una distancia de una milla"
"RU","correr",""
"S3","Pie cuadrado por segundo","Sinónimo: pie cuadrado por segundo"
"S4","Metro cuadrado por segundo","Sinónimo: metro cuadrado por segundo"
"S5","Sesenta cuartos de pulgada",""
"S6","Sesión",""
"S7","unidad de almacenamiento",""
"S8","Unidad de publicidad estándar",""
"SAN","Medio año","Unidad de tiempo que define el número de años"
"SCO","Puntuación","Unidad de conteo que define el número de unidades en multiplos de 20"
"SCR","Escrúpulo","El escrúpulo (en inglés apothecary scruple) era Unidad de medida utilizada en farmacia para pesar ingredientes de los medicamentos.

El escrúpulo podía tener diferentes valores en cada país: en España y Portugal, un escrúpulo equivalía a 24 granos (pesando 1,55517384 gramos), mientras que en el sistema imperial inglés correspondía a 20 granos (1,2959782 gramos).

En astronomía, un escrúpulo es el resultado de dividir en sesenta partes un grado de círculo."
"SD","Libra sólida",""
"SE","Sección",""
"SEC","Segundo [unidad de tiempo]","Supone comúnmente una sesentava parte de un minuto (1⁄60) y es esencial para la medición en múltiples sistemas de unidades."
"SET","Conjunto","Unidad de conteo que define el número de conjuntos (Conjunto: un número de objetos agrupados)"
"SG","Segmento","Unidad de información equivalente a 64000bytes"
"SHT","Tonelada de envíos","Unidad de masa que define el número de toneladas para el envío."
"SIE","Siemens","Se denomina siemens a la unidad derivada del SI para la medida de la conductancia eléctrica."
"SK","Camión cisterna con división",""
"SM3","Metro cúbico estándar","Metro cúbico estándar (temperatura 15 ° C y presión 101325 milibares)"
"SMI","Milla (milla estatal)","Medida de longitud, especialmente utilizada en marina, que equivale a 1,852 m."
"SN","Barra cuadrada",""
"SQ","Cuadrado","Unidad de conteo que define el número de cuadrados (cuadrado: forma rectangular)"
"SQR","Cuadrado y techado","Unidad de conteo que conteo que define el número de plazas de materiales para techos, medida en múltiplos de 100 pies cuadrados"
"SR","Tira","Unidad de conteo que define el número de tiras (pieza larga y estrecha de un objeto)"
"SS","Medida métrica de hoja",""
"SST","Estándar corto (7200 partidos)",""
"STC","Palo","Unidad de conteo que define el número de palos (palo: pieza delgada y a menudo cilíndirca de una sustancia)"
"STI","Estone (UK)",""
"STK","Palo, cigarrillo","Unidad de conteo que define el número de cigarrillos en la unidad más pequeña para el cálculo de la población y/o del trabajo"
"STL","Litro estándar","Unidad de volumen que define el número de litros de un producto a una temperatura de 15 grados celsius, especialmente en relación con los aceites de hidrocarburos"
"STN","Tonelada (estados unidos) o tonelada corta (UK y estados unidos)","Sinónimo: tonelada neta (2000 lb)"
"STW","Paja","Unidad de conteo que define el número de pajitas (paja:un tubo delgado utilizado para succionar liquidos)"
"SW","Número de madejas","Unidad de conteo que define el número de madejas (skein:un paquete de hilo o hilo suelto)"
"SX","Envío","Unidad de conteo que define el número de envíos (embarque: una cantidad de mercancias embarcadas o transportadas)"
"SYR","Jeringuilla","Unidad de conteo que define el número de jeringuillas (jeringa: un pequeño dispositivo para bombear, pulverizar y/o inyectar liquidos a través de una pequeña abertura)"
"T0","Línea de telecomunicaciones en servicio","Unidad de conteo que define el número de líneas de servicio"
"T1","Mil libras",""
"T3","Mil pedazos","Unidad de conteo que define el número de piezas en múltiplos de 1000 (pieza: un solo artículo, artículo o ejemplar)"
"T4","Bolsa de mil",""
"T5","Mil envolturas",""
"T6","Mil galones (US)",""
"T7","Impresión de mil",""
"T8","Mil pulgadas lineales",""
"TA","Décimo de pie cúbico",""
"TAB","Tonelada de registro bruto","Una unidad de masa igual al total de las imágenes cúbicas antes de las deducciones, donde 1 registro t es igual a 100 pies cúbicos.Véase el Convenio internacional sobre el arqueo de los buques."
"TAH","Kiloamperio-hora (milamperio-hora)",""
"TAN","Número de acido total","Unidad de química que define la cantidad de hidróxido de potasio (KOH) en miligramos que se necesita para neutralizar los ácidos en un gramo de aceite. Es una medida importante de la calidad del petróleo crudo"
"TC","Camión",""
"TD","Térmico",""
"TE","Totalizador",""
"TF","Diez yardas cuadradas",""
"TI","Mil pulgadas cuadradas","Unidad de medida imperial"
"TIC","Tonelada métrica, incluido el contenedor","Unidad de masa que define el número de toneladas métricas de un producto, incluyendo su contenedor"
"TIP","Tonelada métrica, incluido el embalaje interior","Unidad de masa que define el número de toneladas metricas de un producto, incluyendo sus materiales de embalaje interior"
"TJ","Mil centímetros cuadrados",""
"TKM","Tonelada kilometro","Unidad de información típicamente usada para propósitos de facturación, expresada como el número de toneladas (toneladas métricas) movidas sobre una distancia de un kilómetro"
"TL","Mil pies (lineal)",""
"TMS","Kilogramo de carne importada, menos despojos","Unidad de masa equivalente a mil gramos de carne importada, sin tener en cuenta los subproductos menos valiosos como las montañas"
"TNE","Tonelada (tonelada métrica)","Sinónimo: tonelada métrica"
"TP","Paquete de diez","Unidad de conteo que define el número de elementos en múltiplos de 10"
"TPI","Dientes por pulgada","El número de dientes por pulgada"
"TPR","Decenas de pares","Unidad de conteo que define el número de pares en multiplos de 10 (par:elemento descrito por dos)"
"TQ","Mil pies",""
"TQD","Mil metros cúbicos por día","Unidad de volumen igual a mil metros cúbicos por día"
"TR","Diez pies cuadrados",""
"TRL","Trillones (eur)","Unidad de escala númerica"
"Ts","Mil pies cuadrados",""
"TSD","Tonelada de sustancia 90% seca",""
"TSH","Tonelada de vapor por hora",""
"TST","Decena de conjuntos","Unidad de conteo que define el número de conjuntos en múltiplos de 10 (conjunto: un número de objetos agrupados)"
"TT","Mil metros lineales",""
"TTS","Decenas de millar de pegatinas","Unidad de conteo que define el número de palos multiples de 10000 (Pegatina: pieza delgada y a menudo cilíndrica de una sustancia)"
"Tu","Contenedor externo","Tipo de caja de contención que sirve como contenedor de transporte externo, no especificado como equipo de transporte."
"TV","Mil kilogramos",""
"TW","Mil hojas",""
"U1","Tratamiento","Unidad de conteo que define el número de tratamientos (tratamiento: sujección a la acción de un agente químico, físico o biológico)"
"U2","Número de tabletas","Unidad de conteo que define el número de tabletas"
"UA","Torr",""
"UB","Línea de telecomunicaciones en servicio promedio","Unida de conteo que define el número medio de líneas de servicio"
"UC","Puerto de telecomunicaciones","Uindad de conteo que define el número de púertos de acceso a la red"
"UD","Décimo minuto",""
"UE","Hora de décimo",""
"UF","Uso por línea de telecomunicaciones promedio",""
"UH","Diez mil yardas",""
"UM","Millón de unidades",""
"UN","Newton metro",""
"VA","Voltio-amperio por kilogramo",""
"VLT","Voltio","Es la unidad derivada del Sistema Internacional para el potencial eléctrico, la fuerza electromotriz y la tensión eléctrica."
"VP","Volumen porcentual","Unidad de medida de concentración, expresada tipícamente como el porcentaje de volumen de un soluto en una solución"
"VS","Visita",""
"W2","Kilo húmedo","Unidad de masa que define el número de kilogramos de un producto, incluido el contenido de agua del producto."
"W4","Dos semanas",""
"WA","Watt por kilogramo","Unidad de potencia"
"WB","Libra húmeda","Unidad de masa que define el número de libras de un material, incluyendo el contenido de agua del material"
"WCD","Cable","Unidad de volumen utilizada para medir la madera. Un pie de tabla equivale a 1/2 de un pie cúbico."
"WE","Tonelada húmeda","Unidad de masa que define el número de toneladas de un material, incluyendo el contenido de agua del material."
"WEB","Weber","Es el flujo magnético que, al atravesar un circuito de una sola espira produce en la misma una fuerza electromotriz de 1 volt si se anula dicho flujo en un segundo por decaimiento uniforme."
"WEE","Semana","Es el período de tiempo estándar utilizado para los ciclos de días de trabajo y de descanso en la mayoría de las partes del mundo."
"WG","Galón de vino","Unidad de volumen igual a 231 pulgadas cúbicas"
"WH","Rueda",""
"WHR","Watt hora",""
"WI","Peso por pulgada cuadrada",""
"WM","Mes de trabajo","Unidad de tiempo que define el número de meses de trabajo."
"WR","Envolver",""
"WSD","Estándar","Unidad de volumen de madera acabada igual a 165 pies cúbicos."
"WTT","Watt","Es la potencia que da lugar a una producción de energía igual a 1 joule por segundo."
"WW","Mililitro de agua","Unidad de volumen igual al número de mililitros de agua."
"X1","Cadena de gunter","Empleada para medir distancias, formada por 100 eslabones metálicos, equivalentes a una longitud total de 20.1168 metros (66 pies) que aún es ampliamente usada en los países anglosajones."
"X1A","Tambor de acero",""
"X1B","Tambor de aluminio",""
"X1D","Tambor contrachapado",""
"X1F","Contenedor flexible","Contenedor de empaque de construcción flexible."
"X1G","Tambor de fibra",""
"X1w","Tambor de madera",""
"X2C","Barril de madera",""
"X3A","Bidón de acero",""
"X3H","Bidón de plástico",""
"X43","Bolsa de gran tamaño","Bolsa de tela de plástico o de papel que tiene las dimensiones del pallet sobre el que está construido."
"X44","Bolsa de plástico","Un tipo de bolsa de plástico, normalmente utilizada para envolver piezas promocionales, publicaciones, muestras de productos y / o catálogos."
"X4A","Caja de acero",""
"X4B","Caja de aluminio",""
"X4C","Caja de  madera natural",""
"X4D","Caja de contrachapado",""
"X4F","Caja de madera reconstituida",""
"X4G","Caja de cartón",""
"X4H","Caja de plástico",""
"X5H","Bolsa de plástico tejido",""
"X5L","Bolsa textil",""
"X5M","Bolsa de papel",""
"X6H","Recipiente de plástico, Contenedor compuesto.",""
"X6P","Recipiente de vidrio, Contenedor compuesto.",""
"X7A","Estuche para carro","Tipo de contenedor portátil diseñado para almacenar equipo para el transporte en un automóvil."
"X7B","Estuche de madera","Un estuche de madera para retener sustancias o artículos."
"X8A","Pallet de madera","Plataforma o caja abierta de madera, en la que se conservan las mercancías para facilitar su manejo mecánico durante el transporte y almacenamiento."
"X8B","Cajón de madera","Un contenedor de madera, en el que se conservan las mercancías para facilitar su manipulación mecánica durante el transporte y almacenamiento."
"X8C","Madera flejada","Piezas sueltas o sin contenedor de madera atadas o envueltas."
"XAA","Contenedor intermedio  para gráneles de plástico rígido",""
"XAB","Contenedor de fibra","Recipiente de contención de fibra, utilizado para retener sustancias o artículos."
"XAC","Contenedor de papel","Recipiente de contención de papel, para retener sustancias o artículos."
"XAD","Contenedor de madera","Recipiente de contención de madera, para retener sustancias o artículos."
"XAE","Aerosol","Una unidad de cuenta que define el número de Aerosoles"
"XAF","Pallet modular con collares,  80cms * 60cms","Pallet de tamaño estándar con dimensiones de 80 centímetros por 60 centímetros (cms)."
"XAG","Pallet o empaquetado","La carga del pallet se asegura con una película de plástico transparente envuelta alrededor y luego encogido firmemente."
"XAH","Pallet, 100cms X 110cms","Pallet tamaño estándar con dimensiones de 100 centímetros por 110 centímetros (cms)."
"XAI","Contenedor tipo concha",""
"XAJ","Cono","Contenedor utilizado en el transporte de material lineal como el hilo."
"XAL","Esfera","Recipiente de contención esférico para retener sustancias o artículos."
"XAM","Ampolleta no protegida",""
"XAP","Ampolleta protegida",""
"XAT","Atomizador",""
"XAV","Cápsula",""
"XB4","Cinturón","Banda utiliza para retener varios artículos juntos."
"XBA","Barril",""
"XBB","Bobina",""
"XBC","Cajón para botellas / Estante para botellas",""
"XBD","Tablero",""
"XBE","Flejado",""
"XBF","Globo no protegido",""
"XBG","Bolso","Recipiente de material flexible con tapa abierta o cerrada."
"XBH","Manojo",""
"XBI","Compartimiento",""
"XBJ","Cubeta",""
"XBK","Cesta",""
"XBL","Paca comprimida",""
"XBM","Cuenco",""
"XBN","Paca no comprimida",""
"XBO","Botella no-protegida y cilíndrica","Recipiente de forma cilíndrica de cuello estrecho sin material de empaque protector externo."
"XBP","Globo protegido",""
"XBQ","Botella cilíndrica protegida","Recipiente de forma cilíndrica de cuello estrecho con material de empaque protector externo."
"XBR","Barra",""
"XBS","Botella, no-protegida en forma de bulbo","Recipiente en forma de bulbo de cuello estrecho sin material de empaque protector externo."
"XBT","Rollo de tela",""
"XBU","Butt","Barril de 1/2 tonel"
"XBV","Botella de bulbo protegido","Recipiente en forma de bulbo de cuello estrecho con material de empaque protector externo."
"XBW","Caja para líquidos",""
"XBX","Caja",""
"XBY","Tablero, con fleje/ agrupados/ armados",""
"XBZ","Barras, con fleje/ agrupados/ armados",""
"XCA","Lata rectangular",""
"XCB","Cajón para cerveza",""
"XCC","Mantequera",""
"XCD","Lata con mango y boquilla",""
"XCE","Cesto tejido",""
"XCF","Cofre",""
"XCG","Contenedor tipo Jaula",""
"XCH","Cajonera",""
"XCI","Frasco",""
"XCJ","Ataúd",""
"XCK","Barrica",""
"XCL","Espiral",""
"XCM","Paquete de tarjetas","Paquete plano normalmente hecho de cartón desde / hacia el cual el producto es a menudo colgado o unido."
"XCN","Contenedor, no especificado como equipo de transporte",""
"XCO","Garrafón no protegido",""
"XCP","Garrafón protegido",""
"XCQ","Cartucho","Paquete que contiene una carga tal como un explosivo propulsor para armas de fuego o tóner de tinta para una impresora."
"XCR","Cajón",""
"XCS","Estuche",""
"XCT","Cartón",""
"XCU","Vaso",""
"XCV","Cubierta",""
"XCW","Jaula estilo rodillo",""
"XCX","Lata cilíndrica",""
"XCY","Cilindro",""
"XCZ","Lona",""
"XDA","Cajón multicapa de plástico",""
"XDB","Cajón de varias capas de madera",""
"XDC","Cajón multicapa de cartón",""
"XDG","Jaula, Según la clasificación de la compañía (Commonwealth Handling Equipment Pool (CHEP))",""
"XDH","Caja, Según la clasificación de la compañía (CHEP), Eurobox","Caja montada sobre una base de pallet Según la clasificación de la compañía (CHEP)."
"XDI","Tambor de hierro",""
"XDJ","damajuana o garrafa, no protegido",""
"XDK","Cajón a granel, cartón",""
"XDL","Cajas de plástico",""
"XDM","Cajones a granel de madera",""
"XDN","Dispensador",""
"XDP","damajuana o garrafa, protegido",""
"XDR","Tambor",""
"XDS","Bandeja de una capa sin cubierta y de plástico",""
"XDT","Bandeja de una capa sin cubierta y de madera",""
"XDU","Bandeja de una capa sin cubierta y  poliestireno",""
"XDV","Bandeja de una capa sin cubierta y de cartón",""
"XDW","Bandeja de dos capas sin tapa y con bandeja de plástico",""
"XDX","Bandeja de dos capas sin cubierta y de madera",""
"XDY","Bandeja de dos capas sin cubierta y de cartón",""
"XEC","Bolsa de plástico",""
"XED","Estuche, con pallet de base",""
"XEE","Estuche, con pallet base de madera",""
"XEF","Estuche, con pallet base de cartón",""
"XEG","Estuche, con pallet base de plástico",""
"XEH","Estuche, con pallet base de metal",""
"XEI","Estuche isotérmico",""
"XEN","Sobre",""
"XFB","Bolsa flexible","Bolsa de contención flexible hecha de plástico, usado típicamente para el transporte de mercancías no peligrosas a granel, que usan contenedores de transporte de tamaño estándar."
"XFC","Cajón para fruta",""
"XFD","Cajón enmarcado",""
"XFE","Tanque flexible","Contenedor flexible de plástico, usado típicamente para el transporte de cargas no peligrosas a granel usando contenedores de transporte de tamaño estándar."
"XFI","Firkin","Barril de 41 litros"
"XFL","Matraz",""
"XFO","Cajón para zapatos",""
"XFP","Caja auxiliar para película fotográfica",""
"XFR","Marco",""
"XFT","Contenedor para alimentos",""
"XFW","Carro de cama plana","Módulo con ruedas en el que las bandejas u otros artículos de forma regular se empacan para fines de transporte."
"XFX","Bolsa flexible tipo contenedor",""
"XGB","Botella para gas","Cilindro metálico de cuello estrecho para la retención de gas licuado o comprimido."
"XGI","Viga",""
"XGL","Contenedor tipo galón","Contenedor con una capacidad de un galón."
"XGR","Recipiente de vidrio","Recipiente de contención de vidrio para retener sustancias o artículos."
"XGU","Bandeja contenedor para apilar horizontalmente objetos planos","Bandeja para contiene objetos planos apilados uno encima del otro."
"XGY","Costal de Yute","Hecho de yute, usado para transportar mercancías gruesas, tales como granos, patatas, y otros productos agrícolas."
"XGZ","Vigas con correas o agrupadas",""
"XHA","Cesta con mango y de plástico",""
"XHB","Cesta con mango y de madera",""
"XHC","Cesta  con asa y de  cartón",""
"XHG","Hogshead","Barril de 1/4 de tonel"
"XHN","Gancho","Artefacto, cuya forma con un gancho en la parte superior, tiene el propósito de colgar artículos de un carril."
"XHR","Cesto",""
"XIA","Paquete con pantalla y de madera",""
"XIB","Paquete  con pantalla y de cartón",""
"XIC","Paquete con pantalla y de plástico",""
"XID","Paquete con pantalla y de metal",""
"XIE","Paquete de mostrador.",""
"XIF","Envase para alimentos","Envase flexible tubular o de piel, posiblemente transparente, a menudo utilizado para contener alimentos (por ejemplo salami)."
"XIG","Paquete envuelto en papel",""
"XIH","Tambor de plástico",""
"XIK","Paquete de cartón con los agujeros para botellas","Material de empaque realizado en cartón que facilita la separación de botellas individuales de vidrio o plástico."
"XIL","Bandeja rígida con tapa y apilable (CEN TS 14482: 2002)","Bandeja rígida apilable empotrada compatible con CEN TS 14482: 2002."
"XIN","Lingote",""
"XIZ","Lingotes  con correas/ agrupados",""
"XJB","Bolsa jumbo","Bolsa de contención flexible, ampliamente utilizada para almacenamiento, transporte y manipulación de materiales en polvo, escamas o granulares. Típicamente construido a partir de tejido de polipropileno (PP) tejido en forma de bolsas cúbicas."
"XJC","Bidón rectangular",""
"XJG","Jarra",""
"XJR","Tarro",""
"XJT","Bolsa de yute",""
"XJY","Bidón, cilíndrico",""
"XKG","Barrilete",""
"XKI","Kit (Conjunto de piezas)","Conjunto de artículos o implementos utilizados para un propósito específico."
"XLE","Valijas","Colección de bolsas, cajas y / o contenedores que contienen objetos personales para un viaje."
"XLG","Bitácora",""
"XLT","Lote",""
"XLU","Caja de arrastre","Caja de madera para el transporte y almacenamiento de frutas y verduras."
"XLV","Contenedor pequeño","Contenedor de madera o metal, usado para empacar artículos de uso doméstico y personales."
"XLZ","Registros  con fleje/ agrupados/ armados",""
"XMA","Cajón metálico","Caja de contención hecha de metal para retener sustancias o artículos."
"XMB","Múltiplo de bolsas",""
"XMC","Cajón para leche",""
"XME","Contenedor de metal","Tipo de caja de contención hecha de metal para retener sustancias o artículos, no especificado de otro modo como equipo de transporte."
"XMR","Recipiente de metal","Recipiente de contención de metal para retener sustancias o artículos."
"XMS","Saco milti-pared",""
"XMT","Tapete",""
"XMW","Contenedor envuelto en plástico","Recipiente de contención envuelto en plástico para retener sustancias o artículos."
